"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"785","Q6H4F7",NA,NA,NA,NA,"Zm00001d005664,Zm00001d020275","SORBI_3002G185200",NA,"LPERR09G05480","OBART09G07950","OMERI09G06280","OGLUM09G08320","ORGLA09G0058000","OPUNC09G06750,OPUNC09G06760","OS09G0370500","BGIOSGA030630","ONIVA09G07100",NA,"ORUFI09G08490",NA,"BRADI_4g29080v3","AET5Gv20479800","TRIDC5AG031560,TRIDC5BG033260",NA,"TraesCS5A02G189700,TraesCS5B02G193500,TraesCS5D02G201200","HORVU5Hr1G058170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Q6H415",NA,NA,"Dr03180","GSMUA_Achr8G25290_001","Zm00001d005708","SORBI_3002G193400","SETIT_029210mg","LPERR09G06260","OBART09G09050",NA,"OGLUM09G09310","ORGLA09G0067400","OPUNC09G07600","OS09G0392100","BGIOSGA030701","ONIVA11G09970","OB09G15920","ORUFI09G09780","KN541355.1_FG002","BRADI_4g29600v3","AET5Gv20493800","TRIDC5AG032580,TRIDC5BG034420","TRIUR3_21270","TraesCS5A02G202200,TraesCS5B02G200800,TraesCS5D02G208600","HORVU5Hr1G060060","BVRB_5g116030","A4A49_08340","Solyc06g071280.3","PGSC0003DMG400033029","HannXRQ_Chr02g0045301,HannXRQ_Chr05g0151531,HannXRQ_Chr05g0154431","DCAR_015521,DCAR_015523,DCAR_022752,DCAR_026099,DCAR_026100","VIT_17s0000g07370,VIT_17s0000g07420,VIT_17s0000g07560","TanjilG_23132,TanjilG_25674","Tp57577_TGAC_v2_gene19419","MTR_3g078633,MTR_3g079340","vigra.VC1973A.gnm6.ann1.Vradi04g07300","LR48_Vigan04g055000,LR48_Vigan04g055100","PHAVU_009G183000g,PHAVU_009G183100g","GLYMA_04G177700,GLYMA_06G187200,GLYMA_06G187300,GLYMA_06G187400","PRUPE_5G180900,PRUPE_5G181000","MANES_06G099600,MANES_14G071500","POPTR_012G074700v3,POPTR_015G069600v3","Csa_1G006320","Bo1g073600,Bo8g076630","Bra018085,Bra033774,Bra033775","GSBRNA2T00069939001,GSBRNA2T00081168001,GSBRNA2T00125964001,GSBRNA2T00138510001,GSBRNA2T00138512001","fgenesh2_kg.5__1161__AT3G48090.1","AT3G48080,AT3G48090","g12887,g12888",NA,"B456_008G217600","TCM_011959",NA,NA,NA,NA,NA,NA
"787","Q0J235",NA,"AMTR_s00024p00053860","Dr07543","GSMUA_AchrUn_randomG15160_001","Zm00001d020384","SORBI_3002G194400","SETIT_032049mg","LPERR09G06370","OBART09G09230","OMERI09G07260","OGLUM09G09500","ORGLA09G0068300","OPUNC09G07830","OS09G0395300","BGIOSGA030709","ONIVA09G08220","OB09G16020","ORUFI09G09960","KN540594.1_FG001","BRADI_4g29700v3","AET5Gv20496900","TRIDC5AG032730,TRIDC5BG034650",NA,"TraesCS5A02G203200,TraesCS5B02G201900,TraesCS5D02G209600","HORVU5Hr1G060310",NA,NA,NA,"PGSC0003DMG400006988","HannXRQ_Chr16g0532741,HannXRQ_Chr17g0554961",NA,NA,NA,NA,"MTR_3g064840","vigra.VC1973A.gnm6.ann1.Vradi03g07710","LR48_Vigan07g078000","PHAVU_008G2389000g","GLYMA_02G242100,GLYMA_14G211900,GLYMA_18G043000","PRUPE_3G163500","MANES_01G121700,MANES_02G079700",NA,NA,"Bo2g013140,Bo3g012110,Bo9g163080","Bra023570","GSBRNA2T00060510001,GSBRNA2T00065381001,GSBRNA2T00130126001,GSBRNA2T00135418001,GSBRNA2T00140565001,GSBRNA2T00143207001",NA,"AT5G16560","g00115","CCACVL1_24544",NA,"TCM_013117",NA,NA,NA,NA,NA,NA
"788","Q6ES51",NA,NA,NA,NA,"Zm00001d005726,Zm00001d020409","SORBI_3002G196200","SETIT_030072mg","LPERR09G06610","OBART10G19740","OMERI09G07440","OGLUM09G09910",NA,"OPUNC09G08150","OS09G0401300","BGIOSGA029796","ONIVA09G08610",NA,NA,"KN539300.1_FG003","BRADI_4g29830v3","AET5Gv20500700","TRIDC5AG033060,TRIDC5BG034850","TRIUR3_15548","TraesCS5A02G204900,TraesCS5B02G203400,TraesCS5D02G211200","HORVU5Hr1G060730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Q6EPZ2",NA,"AMTR_s00065p00201230","Dr14517","GSMUA_Achr10G24080_001,GSMUA_Achr5G16460_001,GSMUA_Achr7G16090_001","Zm00001d005749,Zm00001d020492","SORBI_3002G202700","SETIT_030429mg","LPERR09G07230","OBART09G10380","OMERI09G08210","OGLUM09G10770","ORGLA09G0076400","OPUNC09G08970","OS09G0417600","BGIOSGA029758","ONIVA09G10030","OB09G16960","ORUFI09G11140","KN540132.1_FG002","BRADI_4g30360v3","AET5Gv20544800","TRIDC5AG036060,TRIDC5AG036070,TRIDC5BG037950,TRIDC5BG037960","TRIUR3_16802,TRIUR3_16803","TraesCS5A02G225600,TraesCS5B02G224000,TraesCS5B02G224100,TraesCS5D02G232800,TraesCS5D02G232900","HORVU5Hr1G065420","BVRB_2g031460","A4A49_19262","Solyc03g116890.3,Solyc06g068460.3","PGSC0003DMG400019824,PGSC0003DMG400028520","HannXRQ_Chr09g0274431,HannXRQ_Chr16g0499381","DCAR_016302,DCAR_022855,DCAR_025562","VIT_04s0008g05760,VIT_09s0018g00240","TanjilG_00192,TanjilG_01305,TanjilG_24141","Tp57577_TGAC_v2_gene19160,Tp57577_TGAC_v2_gene23085","MTR_2g105060,MTR_3g106060,MTR_4g007060",NA,"LR48_Vigan05g225400,LR48_Vigan07g249300,LR48_Vigan406s004900","PHAVU_001G042200g,PHAVU_005G181800g,PHAVU_009G087400g,PHAVU_010G161100g","GLYMA_07G023300,GLYMA_08G218600,GLYMA_13G370100,GLYMA_15G003300,GLYMA_17G222300","PRUPE_1G393000,PRUPE_3G098100","MANES_03G009500,MANES_04G102600,MANES_11G066500,MANES_16G128900","POPTR_001G044500v3,POPTR_003G182200v3,POPTR_006G263600v3,POPTR_018G019800v3","Csa_3G710870","Bo1g010960,Bo2g095640,Bo3g173640,Bo6g080740,Bo6g124190,Bo7g115410","Bra003588,Bra008435,Bra010220,Bra011299,Bra035148","GSBRNA2T00018765001,GSBRNA2T00060582001,GSBRNA2T00099183001,GSBRNA2T00099817001,GSBRNA2T00121042001,GSBRNA2T00130498001,GSBRNA2T00132030001,GSBRNA2T00146315001,GSBRNA2T00148137001","fgenesh2_kg.2__2291__AT1G80840.1,fgenesh2_kg.4__412__AT2G25000.1","AT1G80840,AT2G25000,AT4G31800","g00803,g01555,g22356","CCACVL1_10036,CCACVL1_23406","B456_001G037700,B456_009G062300,B456_009G124000,B456_010G118300,B456_010G222400","TCM_027435,TCM_036913",NA,NA,NA,NA,NA,NA
"790","Q6EPZ0",NA,NA,"Dr14517",NA,"Zm00001d020495","SORBI_3002G202800","SETIT_030794mg","LPERR09G07240","OBART09G10390","OMERI09G08220","OGLUM09G10780","ORGLA09G0076500","OPUNC09G08980","OS09G0417800","BGIOSGA029757","ONIVA09G10050","OB09G16970","ORUFI09G11150",NA,NA,"AET5Gv20544500",NA,NA,"TraesCS5A02G225500,TraesCS5D02G232700",NA,NA,NA,NA,NA,"HannXRQ_Chr09g0274431,HannXRQ_Chr16g0499381",NA,"VIT_04s0008g05760,VIT_09s0018g00240",NA,NA,NA,NA,"LR48_Vigan05g225400","PHAVU_005G181800g","GLYMA_08G218600","PRUPE_3G098100","MANES_04G102600,MANES_11G066500","POPTR_001G044500v3,POPTR_003G182200v3,POPTR_006G263600v3,POPTR_018G019800v3",NA,"Bo1g010960,Bo3g173640,Bo7g115410","Bra011299","GSBRNA2T00099817001,GSBRNA2T00130498001",NA,NA,NA,"CCACVL1_10036","B456_009G124000,B456_010G118300","TCM_027435",NA,NA,NA,NA,NA,NA
"791","Q69P64",NA,"AMTR_s00005p00260980","Dr16868","GSMUA_Achr10G24040_001","Zm00001d005770","SORBI_3002G204500","SETIT_028941mg","LPERR09G07420","OBART09G10550","OMERI09G08380","OGLUM09G10970","ORGLA09G0078300","OPUNC09G09180","OS09G0421300","BGIOSGA029748","ONIVA09G10240","OB09G17210","ORUFI09G11320",NA,"BRADI_4g30500v3","AET5Gv20540300","TRIDC5AG035780,TRIDC5BG037650","TRIUR3_11402","TraesCS5A02G223500,TraesCS5B02G222500,TraesCS5D02G231100","HORVU5Hr1G064520,HORVU7Hr1G082870",NA,"A4A49_32526","Solyc03g121470.3","PGSC0003DMG400002592",NA,"DCAR_026381","VIT_09s0002g02390","TanjilG_04434,TanjilG_15678","Tp57577_TGAC_v2_gene6607,Tp57577_TGAC_v2_gene7913","MTR_2g100250,MTR_8g016160","vigra.VC1973A.gnm6.ann1.Vradi05g20910,vigra.VC1973A.gnm6.ann1.Vradi09g01910","LR48_Vigan05g198600,LR48_Vigan1082s000500","PHAVU_005G160400g,PHAVU_010G139800g","GLYMA_07G010900,GLYMA_08G194100,GLYMA_15G023500","PRUPE_3G051200","MANES_11G027600","POPTR_003G035300v3,POPTR_003G037700v3","Csa_3G848850","Bo6g033320","Bra037982","GSBRNA2T00024582001,GSBRNA2T00053690001","Al_scaffold_0001_4899","AT1G55180","g24848","CCACVL1_18644","B456_003G059700","TCM_029016","Pp3c7_20610",NA,NA,NA,NA,"CHC_T00005313001,CHC_T00010222001"
"792","Q69P51",NA,"AMTR_s00137p00043990","Dr03345","GSMUA_Achr7G19410_001","Zm00001d005775,Zm00001d020531","SORBI_3002G205500","SETIT_028761mg","LPERR09G07490","OBART09G10640","OMERI09G08440","OGLUM09G11050","ORGLA09G0078900","OPUNC09G09230","OS09G0422500","BGIOSGA030777","ONIVA09G10340","OB09G17310","ORUFI09G11420","KN539789.1_FG006","BRADI_4g30540v3","AET5Gv20537200","TRIDC5AG035660,TRIDC5BG037520",NA,"TraesCS5A02G222500,TraesCS5B02G221600,TraesCS5D02G230300","HORVU5Hr1G064230","BVRB_8g191460","A4A49_12440","Solyc07g005840.2","PGSC0003DMG400011148","HannXRQ_Chr01g0002191,HannXRQ_Chr05g0138271","DCAR_019410","VIT_11s0037g00530","TanjilG_18797,TanjilG_27209","Tp57577_TGAC_v2_gene24873","MTR_4g130510","vigra.VC1973A.gnm6.ann1.Vradi02g13850,vigra.VC1973A.gnm6.ann1.Vradi07g21490","LR48_Vigan01g242500,LR48_Vigan04g022600","PHAVU_003G154600g,PHAVU_009G205100g","GLYMA_02G205800,GLYMA_04G153700,GLYMA_06G225500,GLYMA_17G072200","PRUPE_7G265400","MANES_06G030900,MANES_06G031000,MANES_14G143300","POPTR_006G181900v3,POPTR_018G103900v3","Csa_2G070320","Bo2g013670,Bo3g012630","Bra006407","GSBRNA2T00130184001,GSBRNA2T00140639001,GSBRNA2T00143152001","scaffold_601794.1","AT5G17420","g00028","CCACVL1_03048","B456_001G044700,B456_009G009700","TCM_038407",NA,NA,NA,NA,NA,NA
"793","Q69LJ7",NA,"AMTR_s00007p00262640","Dr18913","GSMUA_Achr3G05840_001,GSMUA_Achr8G23680_001","Zm00001d020609","SORBI_3002G214200","SETIT_030370mg","LPERR09G08190","OBART09G11560","OMERI09G09060","OGLUM09G11950","ORGLA09G0086900","OPUNC09G10100","OS09G0438000","BGIOSGA030829","ONIVA09G11900","OB09G18080","ORUFI09G12390","KN538933.1_FG004","BRADI_4g31130v3","AET5Gv20520600","TRIDC5AG034360,TRIDC5BG036250","TRIUR3_26076","TraesCS5A02G211800,TraesCS5B02G212100,TraesCS5D02G222100","HORVU5Hr1G062490","BVRB_8g190890","A4A49_15438,A4A49_31534,A4A49_34595","Solyc07g042460.2","PGSC0003DMG400013550","HannXRQ_Chr04g0125801,HannXRQ_Chr06g0178241","DCAR_024774","VIT_11s0016g00540","TanjilG_16672","Tp57577_TGAC_v2_gene31741","MTR_2g043900","vigra.VC1973A.gnm6.ann1.Vradi05g01740","LR48_Vigan04g017700","PHAVU_009G224100g","GLYMA_09G073200,GLYMA_15G182000","PRUPE_7G193000","MANES_16G092100","POPTR_006G137300v3","Csa_5G529950","Bo5g027260,Bo8g102860","Bra025721,Bra031070","GSBRNA2T00016164001,GSBRNA2T00035584001,GSBRNA2T00072328001,GSBRNA2T00136881001","fgenesh1_pm.C_scaffold_1001641","AT1G19230","g13925","CCACVL1_20773","B456_001G017400","TCM_037473",NA,NA,NA,NA,NA,NA
"794","Q69QD7","SELMODRAFT_127146,SELMODRAFT_98401","AMTR_s00081p00154850","Dr18917","GSMUA_Achr3G10230_001,GSMUA_Achr5G24030_001","Zm00001d005808,Zm00001d020612","SORBI_3002G214400","SETIT_029394mg","LPERR09G08210","OBART09G11580","OMERI09G09080","OGLUM09G11970","ORGLA09G0087100","OPUNC09G10120","OS09G0438400","BGIOSGA030831","ONIVA09G11930","OB09G18100","ORUFI09G12430","KN538933.1_FG006","BRADI_4g31158v3","AET5Gv20520000","TRIDC5AG034290,TRIDC5BG036190","TRIUR3_31118","TraesCS5A02G212300,TraesCS5B02G211400,TraesCS5D02G219700","HORVU5Hr1G062370","BVRB_8g194710",NA,"Solyc08g066820.3","PGSC0003DMG402009603","HannXRQ_Chr05g0140591,HannXRQ_Chr09g0242321","DCAR_014874","VIT_11s0016g05060","TanjilG_18752,TanjilG_26776","Tp57577_TGAC_v2_gene31097,Tp57577_TGAC_v2_gene33130","MTR_2g054370",NA,"LR48_Vigan04g038200","PHAVU_009G197300g","GLYMA_04G148300,GLYMA_06G216800","PRUPE_7G240800","MANES_06G049400","POPTR_006G120700v3","Csa_6G018610","Bo4g076750","Bra012049","GSBRNA2T00118614001,GSBRNA2T00148399001","scaffold_400989.1","AT2G26830","g29776","CCACVL1_23532","B456_001G041400,B456_004G277600,B456_010G064600","TCM_038050","Pp3c23_13990,Pp3c24_1830",NA,"CHLRE_06g291600v5",NA,NA,NA
"795","Q69P94",NA,NA,NA,NA,"Zm00001d005813,Zm00001d020614","SORBI_3002G214800","SETIT_031037mg","LPERR09G08240","OBART09G11630","OMERI09G09130","OGLUM09G12020","ORGLA09G0087600","OPUNC09G10150","OS09G0439200","BGIOSGA029689","ONIVA09G11980","OB09G18150","ORUFI09G12480","KN538933.1_FG012","BRADI_4g31240v3","AET5Gv20519300","TRIDC5AG034240,TRIDC5BG036140","TRIUR3_32679","TraesCS5A02G212800,TraesCS5B02G211000,TraesCS5D02G219300","HORVU5Hr1G062290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Q69P84","SELMODRAFT_164276,SELMODRAFT_230941","AMTR_s00024p00245650","Dr18927","GSMUA_Achr8G23610_001","Zm00001d005818","SORBI_3002G215700","SETIT_029116mg","LPERR09G08300","OBART09G11730",NA,"OGLUM09G12080","ORGLA09G0088400","OPUNC09G10220,OPUNC09G10270","OS09G0440300","BGIOSGA029686","ONIVA09G12080","OB09G18250","ORUFI09G12570","KN538933.1_FG002","BRADI_4g31310v3","AET5Gv20517200","TRIDC5AG034060,TRIDC5BG035940","TRIUR3_16580","TraesCS5A02G213600,TraesCS5B02G210100,TraesCS5D02G218400","HORVU5Hr1G062090","BVRB_7g169880","A4A49_41086","Solyc03g122310.3","PGSC0003DMG400022885","HannXRQ_Chr10g0312481,HannXRQ_Chr12g0360421","DCAR_022687","VIT_09s0002g01010","TanjilG_16687",NA,"MTR_2g042330","vigra.VC1973A.gnm6.ann1.Vradi05g01960","LR48_Vigan04g014900","PHAVU_009G226700g","GLYMA_09G070300,GLYMA_15G178400","PRUPE_7G196700","MANES_04G146300,MANES_11G017800,MANES_11G017900,MANES_11G018400","POPTR_001G167100v3,POPTR_003G067700v3","Csa_7G448900","Bo3g184480","Bra030906","GSBRNA2T00003332001,GSBRNA2T00033883001,GSBRNA2T00114120001","fgenesh2_kg.1__4495__AT1G54100.1","AT1G54100","g24888","CCACVL1_18725","B456_010G174800","TCM_029158","Pp3c2_8090,Pp3c2_8099",NA,NA,"Gasu_48300",NA,NA
"797","Q67UU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORGLA09G0089300",NA,"OS09G0441900","BGIOSGA030843",NA,NA,NA,NA,NA,NA,NA,NA,"TraesCS5B02G208700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Q67V61",NA,"AMTR_s00043p00041500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OS09G0449000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Q0J1C1",NA,"AMTR_s00112p00098670",NA,"GSMUA_Achr1G18250_001,GSMUA_Achr7G18420_001","Zm00001d020686","SORBI_3002G221900","SETIT_030501mg,SETIT_030502mg","LPERR09G08840,LPERR09G08850",NA,NA,"OGLUM09G12820",NA,"OPUNC09G10810","OS09G0451400","BGIOSGA030879","ONIVA09G12860","OB09G18810","ORUFI09G13310","KN538727.1_FG045","BRADI_4g31820v3","AET5Gv20561300","TRIDC5AG037100,TRIDC5AG037110,TRIDC5BG039080,TRIDC5BG039090","TRIUR3_13552","TraesCS5A02G234200,TraesCS5A02G234300,TraesCS5B02G232600,TraesCS5B02G232700,TraesCS5D02G241000,TraesCS5D02G241100","HORVU5Hr1G067490","BVRB_8g185300","A4A49_02352,A4A49_04166,A4A49_04168,A4A49_13660,A4A49_18038,A4A49_22701,A4A49_42689","Solyc02g036350.3,Solyc02g081190.3,Solyc07g049530.3,Solyc07g049550.3,Solyc12g005940.2","PGSC0003DMG400013894,PGSC0003DMG400016714,PGSC0003DMG400021476","HannXRQ_Chr05g0129221,HannXRQ_Chr10g0306111,HannXRQ_Chr10g0306121,HannXRQ_Chr15g0468621,HannXRQ_Chr15g0470891","DCAR_004833,DCAR_019257,DCAR_019741,DCAR_030886","VIT_12s0059g01380","TanjilG_00699,TanjilG_17822,TanjilG_27194,TanjilG_29537","Tp57577_TGAC_v2_gene27289,Tp57577_TGAC_v2_gene37011","MTR_2g025120,MTR_3g083370,MTR_5g085330","vigra.VC1973A.gnm6.ann1.Vradi10g07740","LR48_Vigan01g322900,LR48_Vigan07g048500,LR48_Vigan07g048600,LR48_Vigan07g051300,LR48_Vigan09g195400,LR48_Vigan1091s002500","PHAVU_002G326600g,PHAVU_003G082300g,PHAVU_006G144900g,PHAVU_007G135600g,PHAVU_008G213800g,PHAVU_008G214200g","GLYMA_02G268000,GLYMA_02G268200,GLYMA_07G264200,GLYMA_08G050400,GLYMA_09G008400,GLYMA_14G048900,GLYMA_14G049000,GLYMA_14G049200,GLYMA_14G049500,GLYMA_15G112700,GLYMA_17G009800","PRUPE_3G209900,PRUPE_4G013800","MANES_12G069300,MANES_13G065800,MANES_16G002300","POPTR_002G224100v3,POPTR_004G003000v3,POPTR_011G020900v3","Csa_6G160180,Csa_6G511860","Bo4g092860,Bo5g005140,Bo5g017350,Bo8g108490,Bo9g037370","Bra015380,Bra019734,Bra027049,Bra031798,Bra034504","GSBRNA2T00000484001,GSBRNA2T00002816001,GSBRNA2T00009183001,GSBRNA2T00010618001,GSBRNA2T00051314001,GSBRNA2T00052392001,GSBRNA2T00057049001,GSBRNA2T00070630001","Al_scaffold_0001_1215,fgenesh2_kg.2__235__AT1G62380.1,scaffold_100473.1","AT1G05010,AT1G12010,AT1G62380","g04878,g17824","CCACVL1_23567","B456_001G096300,B456_001G096400,B456_001G217400,B456_004G062100,B456_007G170100,B456_009G182300,B456_010G184900,B456_010G185000","TCM_002179,TCM_030320",NA,NA,NA,NA,NA,NA
"800","Q67UE8",NA,NA,NA,NA,"Zm00001d020691","SORBI_3002G222500","SETIT_030047mg","LPERR09G08890","OBART09G12410","OMERI09G13310",NA,"ORGLA09G0094100","OPUNC09G10850","OS09G0452200","BGIOSGA030883","ONIVA09G13370","OB09G18860","ORUFI09G13360","KN538727.1_FG038",NA,"AET5Gv20562300","TRIDC5AG037170,TRIDC5BG039160","TRIUR3_29655","TraesCS5A02G234700,TraesCS5B02G233200,TraesCS5D02G241600","HORVU5Hr1G067650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Q0J185","SELMODRAFT_105637,SELMODRAFT_112223,SELMODRAFT_120985,SELMODRAFT_123012,SELMODRAFT_77991,SELMODRAFT_98891",NA,NA,"GSMUA_Achr8G23290_001","Zm00001d005889,Zm00001d020717","SORBI_3002G225400","SETIT_029603mg","LPERR09G09200","OBART09G12760","OMERI09G10170","OGLUM09G13210","ORGLA09G0097600","OPUNC09G11120","OS09G0457100","BGIOSGA029635","ONIVA03G20740","OB09G19210","ORUFI09G13740","KN538727.1_FG003",NA,"AET5Gv20568300","TRIDC5AG037640,TRIDC5BG039750","TRIUR3_26102","TraesCS5A02G238000,TraesCS5B02G236500,TraesCS5D02G244900","HORVU5Hr1G068330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bo3g073070,Bo5g115340","Bra001741,Bra022407","GSBRNA2T00107470001,GSBRNA2T00137412001,GSBRNA2T00154046001","fgenesh2_kg.3__2143__AT3G19270.1","AT3G19270","g22497",NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Q67J19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OS09G0459500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vigra.VC1973A.gnm6.ann1.Vradi05g12780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Q5U9F2",NA,"AMTR_s00022p00228120,AMTR_s00029p00190180",NA,"GSMUA_Achr3G03810_001,GSMUA_Achr9G12550_001",NA,"SORBI_3002G246800","SETIT_031303mg","LPERR09G10810","OBART09G14680","OMERI09G11410","OGLUM09G15310","ORGLA09G0113000","OPUNC09G13070","OS09G0488000","BGIOSGA029549","ONIVA08G17490","OB09G21190","ORUFI09G15830",NA,"BRADI_4g33690v3","AET5Gv20622300","TRIDC5AG019670,TRIDC5BG043830","TRIUR3_13761","TraesCS5A02G264900,TraesCS5B02G264500,TraesCS5D02G272900",NA,"BVRB_7g159480",NA,"Solyc09g009780.3","PGSC0003DMG400008956","HannXRQ_Chr03g0060731,HannXRQ_Chr07g0189921","DCAR_007752,DCAR_013385","VIT_08s0007g03320",NA,"Tp57577_TGAC_v2_gene19517,Tp57577_TGAC_v2_gene22495,Tp57577_TGAC_v2_gene30027","MTR_7g104610","vigra.VC1973A.gnm6.ann1.Vradi03g04560","LR48_Vigan03g242400,LR48_Vigan03g243000","PHAVU_001G189800g","GLYMA_03G195900",NA,"MANES_08G025300","POPTR_018G086400v3","Csa_3G776930",NA,"Bra008677,Bra023537","GSBRNA2T00035261001,GSBRNA2T00135496001,GSBRNA2T00143247001,GSBRNA2T00151730001","scaffold_601609.1","AT5G15770","g00195","CCACVL1_12022","B456_002G158300","TCM_022591","Pp3c14_20090",NA,NA,NA,NA,NA
"804","Q0J0P1",NA,"AMTR_s00022p00216890","Dr21107","GSMUA_Achr3G11160_001,GSMUA_Achr8G25580_001,GSMUA_Achr9G27680_001","Zm00001d020939","SORBI_3002G247500","SETIT_029259mg","LPERR09G10870","OBART09G14750","OMERI09G11470","OGLUM09G15380","ORGLA09G0113600","OPUNC09G13210","OS09G0490200","BGIOSGA029545","ONIVA08G17420","OB09G21280","ORUFI09G15900","KN539600.1_FG006","BRADI_4g33750v3","AET5Gv20623800","TRIDC5AG019790,TRIDC5BG043940","TRIUR3_08597","TraesCS5A02G265700,TraesCS5B02G265400,TraesCS5D02G273600","HORVU5Hr1G073380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","A3C057",NA,NA,"Dr04916,Dr21119","GSMUA_Achr3G11170_001,GSMUA_Achr4G01450_001,GSMUA_Achr6G22280_001,GSMUA_Achr7G02020_001,GSMUA_Achr7G20510_001,GSMUA_Achr8G25550_001,GSMUA_Achr9G20220_001,GSMUA_Achr9G27660_001","Zm00001d020941","SORBI_3002G247800","SETIT_030195mg","LPERR09G10900","OBART09G14800","OMERI09G11520","OGLUM09G15430","ORGLA09G0114000","OPUNC09G13250","OS09G0491532","BGIOSGA029541","ONIVA09G15400","OB09G21350","ORUFI09G15960",NA,"BRADI_4g33770v3","AET5Gv20624900","TRIDC5AG019810,TRIDC5BG043980",NA,"TraesCS5A02G265900,TraesCS5B02G265600,TraesCS5D02G273900","HORVU5Hr1G073440","BVRB_3g060480",NA,NA,"PGSC0003DMG400011433",NA,"DCAR_019839","VIT_08s0007g06270",NA,NA,"MTR_7g092930","vigra.VC1973A.gnm6.ann1.Vradi03g00100","LR48_Vigan03g221800","PHAVU_001G141000g","GLYMA_19G146000","PRUPE_6G256300","MANES_09G032800",NA,"Csa_3G809420",NA,NA,NA,NA,NA,NA,NA,"B456_002G156700,B456_006G066700,B456_007G362000","TCM_024873",NA,NA,NA,NA,NA,NA
