,Rice reference genes,Gene orthology projections on various plant species using Compara (30%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Q6ZB59,OS08G0344100,AET6Gv20453900,"AMTR_s00068p00130970,AMTR_s00083p00043340","g12317,g16669,g16670,g31024","Al_scaffold_0005_1636,fgenesh2_kg.8__2309__AT5G63110.1","AT5G35600,AT5G63110",BVRB_5g117920,BRADI_3g22370v3,"GSBRNA2T00016342001,GSBRNA2T00068116001,GSBRNA2T00068120001,GSBRNA2T00073112001,GSBRNA2T00088924001,GSBRNA2T00088969001,GSBRNA2T00088972001,GSBRNA2T00094605001,GSBRNA2T00141552001","Bo3g104750,Bo8g076780,Bo8g076790,Bo9g017510","Bra018072,Bra018073,Bra019516,Bra035858,Bra038607",,,CCACVL1_15003,Csa_1G004130,,"DCAR_018526,DCAR_026166,DCAR_026167","Dr08094,Dr17177",,"GLYMA_04G187000,GLYMA_05G040600,GLYMA_17G085700",B456_003G110100,HannXRQ_Chr08g0235101,HORVU6Hr1G038010,LPERR08G09660,"TanjilG_27461,TanjilG_27560,TanjilG_31467",MANES_14G061800,MTR_3g077160,"GSMUA_Achr2G06520_001,GSMUA_AchrUn_randomG24890_001","A4A49_27879,A4A49_32383,A4A49_32384",OBART08G11650,OB08G20020,ORGLA08G0103000,OGLUM08G12440,BGIOSGA028498,KN538947.1_FG014,OMERI08G09730,ONIVA04G29040,OPUNC08G10650,ORUFI08G12880,,"PHAVU_003G203800g,PHAVU_009G175000g",Pp3c3_26550,"POPTR_012G083800v3,POPTR_015G082500v3",PRUPE_5G167200,,SETIT_013709mg,"Solyc03g112410.2,Solyc06g071680.3","PGSC0003DMG400018178,PGSC0003DMG400026989",SORBI_3007G114000,TCM_012179,Tp57577_TGAC_v2_gene16172,"TraesCS6A02G181100,TraesCS6B02G210200,TraesCS6D02G168400","TRIDC6AG026100,TRIDC6BG032360",TRIUR3_32991,"LR48_Vigan01g232700,LR48_Vigan04g065900","vigra.VC1973A.gnm6.ann1.Vradi0223s00260,vigra.VC1973A.gnm6.ann1.Vradi05g04560",VIT_17s0000g09070,Zm00001d050139
 Q7EZW6,OS08G0345500,AET2Gv20248600,AMTR_s00022p00129900,g02694,fgenesh2_kg.7__11__AT4G38190.1,AT4G38190,BVRB_3g068010,BRADI_3g22345v3,GSBRNA2T00034550001,"Bo1g001060,Bo7g120820","Bra011900,Bra033554",,,,Csa_7G029410,,DCAR_030902,Dr12904,,"GLYMA_02G286100,GLYMA_14G029200",B456_012G137800,"HannXRQ_Chr02g0054151,HannXRQ_Chr13g0398051",HORVU2Hr1G021450,LPERR08G09690,"TanjilG_25695,TanjilG_28828",MANES_15G114200,"MTR_1g039445,MTR_1g039480",GSMUA_Achr2G05580_001,,OBART08G11740,OB08G20070,ORGLA08G0104100,OGLUM08G12540,BGIOSGA027136,KN538947.1_FG005,,ONIVA04G29160,OPUNC08G10690,ORUFI08G12990,,PHAVU_008G193000g,"Pp3c1_41250,Pp3c1_41400,Pp3c14_26100,Pp3c17_22380,Pp3c2_1280,Pp3c2_1330","POPTR_004G208800v3,POPTR_009G170000v3",PRUPE_8G182500,"SELMODRAFT_120069,SELMODRAFT_230382,SELMODRAFT_417829,SELMODRAFT_427507,SELMODRAFT_84069,SELMODRAFT_85326",SETIT_015820mg,"Solyc01g067520.3,Solyc10g074620.2","PGSC0003DMG400016821,PGSC0003DMG400022669",SORBI_3007G100800,TCM_007604,"Tp57577_TGAC_v2_gene34193,Tp57577_TGAC_v2_gene34213","TraesCS2A02G122600,TraesCS2B02G144900,TraesCS2D02G126100","TRIDC2AG015090,TRIDC2BG018230",,LR48_Vigan07g016600,vigra.VC1973A.gnm6.ann1.Vradi06g02290,VIT_03s0038g04120,Zm00001d032387
 P15280,OS08G0345800,AET7Gv20706000,AMTR_s00061p00120110,"g15902,g23406","fgenesh2_kg.8__698__AT5G48300.1,scaffold_303188.1",AT5G48300,BVRB_9g206950,BRADI_3g22330v3,"GSBRNA2T00038740001,GSBRNA2T00076549001,GSBRNA2T00110776001,GSBRNA2T00144434001","Bo7g030920,Bo7g089170","Bra015135,Bra037495",CHLRE_03g188250v5,,CCACVL1_07769,Csa_7G030510,,"DCAR_013816,DCAR_021075",Dr13668,,"GLYMA_02G304500,GLYMA_14G009300","B456_001G224500,B456_007G163700,B456_012G140800,B456_N000500",HannXRQ_Chr11g0329781,HORVU7Hr1G067620,LPERR08G09730,TanjilG_19137,"MANES_12G067900,MANES_13G058900","MTR_3g082150,MTR_5g097010",GSMUA_Achr1G09400_001,,OBART08G11760,OB08G20190,ORGLA08G0104300,OGLUM08G12560,BGIOSGA027135,KN542860.1_FG001,,ONIVA04G29180,OPUNC08G10720,ORUFI08G13010,OSTLU_35780,PHAVU_008G284000g,"Pp3c11_8270,Pp3c2_35010,Pp3c7_20320,Pp3c7_20690",POPTR_014G171800v3,PRUPE_3G192600,"SELMODRAFT_115472,SELMODRAFT_117069",SETIT_013574mg,"Solyc07g056140.3,Solyc12g011120.2","PGSC0003DMG400031084,PGSC0003DMG400046891",SORBI_3007G101500,TCM_002492,"Tp57577_TGAC_v2_gene1271,Tp57577_TGAC_v2_gene23129","TraesCS7A02G287400,TraesCS7B02G183300,TraesCS7D02G284900","TRIDC7AG039030,TRIDC7BG029960",TRIUR3_26024,LR48_Vigan07g002100,vigra.VC1973A.gnm6.ann1.Vradi06g00670,VIT_12s0057g01480,"Zm00001d010157,Zm00001d025723,Zm00001d032385,Zm00001d050032"
 Q6ZDJ7,OS08G0374800,,"AMTR_s00024p00131820,AMTR_s00024p00132940","g10435,g26974,g27777","fgenesh2_kg.7__1905__AT4G23920.1,scaffold_200045.1,scaffold_603467.1","AT1G64440,AT4G10960,AT4G23920",BVRB_5g098710,BRADI_3g35180v3,"GSBRNA2T00000108001,GSBRNA2T00071866001,GSBRNA2T00087819001,GSBRNA2T00088319001,GSBRNA2T00096686001,GSBRNA2T00116188001,GSBRNA2T00145575001","Bo1g037320,Bo7g109220,Bo9g032410,Bo9g090880","Bra013744,Bra019257,Bra027732,Bra035262",,,CCACVL1_13434,"Csa_4G052620,Csa_5G148720",,DCAR_021534,"Dr01254,Dr06362",,"GLYMA_01G225800,GLYMA_05G217100,GLYMA_08G023100,GLYMA_11G017100","B456_002G244900,B456_003G078800,B456_004G132700,B456_006G207400,B456_012G024200","HannXRQ_Chr03g0083401,HannXRQ_Chr07g0190831,HannXRQ_Chr10g0316991,HannXRQ_Chr13g0415371,HannXRQ_Chr17g0534881",,LPERR08G10650,"TanjilG_04861,TanjilG_17992,TanjilG_22135,TanjilG_22924,TanjilG_32066","MANES_01G047800,MANES_02G009300","MTR_5g009160,MTR_5g009170,MTR_8g099535","GSMUA_Achr3G16370_001,GSMUA_Achr4G02670_001,GSMUA_Achr5G09200_001,GSMUA_Achr6G22620_001,GSMUA_Achr6G26620_001,GSMUA_Achr8G27530_001,GSMUA_Achr9G00170_001,GSMUA_Achr9G06140_001",,OBART08G12780,OB08G20960,ORGLA08G0111700,OGLUM08G13940,BGIOSGA027059,KN540191.1_FG001,OMERI08G10850,ONIVA08G13450,OPUNC08G11690,ORUFI08G14470,,"PHAVU_002G046200g,PHAVU_002G164700g,PHAVU_002G298500g",,"POPTR_001G090700v3,POPTR_003G140900v3",PRUPE_5G121200,,SETIT_013967mg,"Solyc08g082440.3,Solyc12g055930.2","PGSC0003DMG400004996,PGSC0003DMG400012274",SORBI_3007G114500,"TCM_016477,TCM_043427","Tp57577_TGAC_v2_gene25554,Tp57577_TGAC_v2_gene3410",,,,"LR48_Vigan442s012800,LR48_Vigan818s005800","vigra.VC1973A.gnm6.ann1.Vradi07g29540,vigra.VC1973A.gnm6.ann1.Vradi11g01620","VIT_02s0025g01560,VIT_02s0025g01580",Zm00001d032346
 Q6ZA22,OS08G0386200,AET2Gv20334900,AMTR_s00015p00229650,,,,,BRADI_3g34850v3,"GSBRNA2T00048907001,GSBRNA2T00157168001",Bo7g109140,Bra019265,,,,,,,,,,"B456_004G134600,B456_007G014600",,,LPERR08G11030,,"MANES_01G047200,MANES_02G011500",,"GSMUA_Achr1G27980_001,GSMUA_Achr3G15840_001,GSMUA_Achr3G25080_001,GSMUA_AchrUn_randomG24820_001",,OBART08G13340,,ORGLA08G0116200,OGLUM07G10380,BGIOSGA040489,,OMERI08G11390,ONIVA08G13920,,ORUFI08G15010,,,,POPTR_003G138600v3,PRUPE_2G307400,,,,,SORBI_3007G118301,TCM_016426,,"TraesCS2A02G161500,TraesCS2B02G187500,TraesCS2D02G168600","TRIDC2AG020380,TRIDC2BG024310",,,,VIT_15s0046g01140,"Zm00001d032265,Zm00001d050247"
 Q6ZAK7,OS08G0409500,,,,,,,BRADI_3g35600v3,,,,,,,,,,,,,,,,LPERR08G11780,,,,,,,OB08G22000,ORGLA08G0125500,OGLUM08G15090,BGIOSGA028654,,,ONIVA08G15230,OPUNC08G13420,ORUFI08G16220,,,,,,,SETIT_013900mg,,,SORBI_3007G124301,,,,,,,,,Zm00001d050294
 Q84LK3,OS08G0424500,AET6Gv20913500,AMTR_s00055p00205880,"g01029,g30469","scaffold_202433.1,scaffold_501758.1","AT1G74920,AT3G48170","BVRB_5g116230,BVRB_5g116250,BVRB_7g178050",BRADI_3g36150v3,"GSBRNA2T00016360001,GSBRNA2T00099413001,GSBRNA2T00129104001,GSBRNA2T00143654001","Bo02993s010,Bo6g086750","Bra003781,Bra019528",CHLRE_13g605650v5,,CCACVL1_14966,Csa_1G006270,,DCAR_016507,Dr16768,,"GLYMA_05G033500,GLYMA_06G186300","B456_001G071200,B456_007G047400","HannXRQ_Chr05g0155461,HannXRQ_Chr09g0271671","HORVU2Hr1G070680,HORVU6Hr1G087460",LPERR08G12430,"TanjilG_27598,TanjilG_27599,TanjilG_29063",MANES_06G100200,"MTR_3g078490,MTR_3g078550,MTR_4g106510",GSMUA_Achr9G16120_001,"A4A49_08339,A4A49_62669",OBART08G15140,OB08G22590,ORGLA08G0132000,OGLUM08G15860,BGIOSGA028697,KN538927.1_FG003,,ONIVA08G16260,,ORUFI08G17040,OSTLU_50750,"PHAVU_003G1967000g,PHAVU_009G182300g",Pp3c5_22400,"POPTR_012G075600v3,POPTR_015G070600v3","PRUPE_3G277000,PRUPE_5G179700,PRUPE_5G179800","SELMODRAFT_174224,SELMODRAFT_272160",SETIT_013592mg,"Solyc03g113800.3,Solyc06g071290.3","PGSC0003DMG400024582,PGSC0003DMG400033028",SORBI_3007G130800,TCM_011968,Tp57577_TGAC_v2_gene37521,"TraesCS6A02G371100,TraesCS6B02G408100,TraesCS6D02G355000","TRIDC6AG055360,TRIDC6BG064870",TRIUR3_04819,LR48_Vigan04g054200,"vigra.VC1973A.gnm6.ann1.Vradi04g07370,vigra.VC1973A.gnm6.ann1.Vradi07g15090","VIT_14s0066g02410,VIT_17s0000g07650,VIT_17s0000g07660","Zm00001d032257,Zm00001d050339"
 Q6ZJU3,OS08G0428400,AET4Gv20837500,,,,,,BRADI_3g36380v3,,,,,,,,,,,,,,,,LPERR08G12650,,,,,,OBART08G15380,OB08G22910,ORGLA08G0134600,OGLUM08G16140,BGIOSGA026952,KN539688.1_FG001,OMERI08G12650,ONIVA08G16500,OPUNC08G12760,ORUFI08G17320,,,,,,,SETIT_013807mg,,,SORBI_3007G132700,,,"TraesCS4B02G364700,TraesCS5A02G533000,TraesCSU02G139000,TraesCSU02G139100",,,,,,Zm00001d050365
 Q6ZKC0,OS08G0430500,,AMTR_s00038p00055100,"g00166,g02515,g25055","Al_scaffold_0006_1511,fgenesh2_kg.3__187__AT3G02520.1,fgenesh2_kg.7__3560__AT5G38480.1","AT3G02520,AT5G16050,AT5G38480","BVRB_2g026600,BVRB_6g155820",BRADI_3g36480v3,,,"Bra001049,Bra028187,Bra028409,Bra040592","CHLRE_06g257500v5,CHLRE_12g559250v5","CHC_T00009044001,CHC_T00009475001",CCACVL1_13149,Csa_4G094520,CMP239C,DCAR_025919,"Dr03913,Dr03914","Gasu_35850,Gasu_38270",,"B456_001G079900,B456_001G197200,B456_001G201400",,,LPERR08G12740,TanjilG_27644,"MANES_01G108700,MANES_02G067200",,"GSMUA_Achr2G16070_001,GSMUA_Achr4G30650_001",,OBART08G15510,OB08G23000,ORGLA08G0135700,OGLUM08G16260,BGIOSGA026944,KN539040.1_FG002,OMERI08G12800,ONIVA08G16620,OPUNC08G13570,ORUFI08G17440,OSTLU_28301,PHAVU_008G004300g,"Pp3c23_10780,Pp3c23_11080,Pp3c24_7310,Pp3c24_7780,Pp3c3_8510,Pp3c3_8540","POPTR_004G101700v3,POPTR_017G113300v3,POPTR_T147900v3",,"SELMODRAFT_184464,SELMODRAFT_229825,SELMODRAFT_234423,SELMODRAFT_439395","SETIT_002635mg,SETIT_014314mg,SETIT_014320mg","Solyc02g063070.3,Solyc03g034180.3","PGSC0003DMG400019587,PGSC0003DMG400024187","SORBI_3007G134000,SORBI_3007G186800",TCM_040531,,,,,LR48_Vigan549s004400,vigra.VC1973A.gnm6.ann1.Vradi04g11330,,"Zm00001d031688,Zm00001d032231,Zm00001d034593,Zm00001d036226,Zm00001d038649,Zm00001d050375,Zm00001d052698"
 Q6ZAC1,OS08G0448000,AET2Gv20298800,AMTR_s00019p00213640,"g11222,g11223,g21952","Al_scaffold_0003_2273,fgenesh2_kg.3__2344__AT3G21230.1,scaffold_104938.1","AT1G51680,AT3G21230,AT3G21240",BVRB_8g198680,BRADI_3g37300v3,"GSBRNA2T00009220001,GSBRNA2T00009225001,GSBRNA2T00011963001,GSBRNA2T00052011001,GSBRNA2T00077513001,GSBRNA2T00081020001,GSBRNA2T00091935001,GSBRNA2T00122445001,GSBRNA2T00122456001,GSBRNA2T00137298001,GSBRNA2T00146990001","Bo3g077430,Bo5g102350,Bo5g103380,Bo5g103450,Bo6g042520","Bra001819,Bra001820,Bra030429,Bra031263,Bra031265,Bra031266",,,"CCACVL1_18856,CCACVL1_29084","Csa_1G423020,Csa_2G048330,Csa_3G710200,Csa_7G430230,Csa_7G430240,Csa_7G430250",,"DCAR_021385,DCAR_025617","Dr05521,Dr13588",,"GLYMA_13G095600,GLYMA_13G372000,GLYMA_15G001700,GLYMA_17G064400,GLYMA_17G064500,GLYMA_17G064600","B456_009G005900,B456_009G148700,B456_011G053700","HannXRQ_Chr05g0157551,HannXRQ_Chr09g0274301",HORVU0Hr1G002720,LPERR08G13740,"TanjilG_05847,TanjilG_05848,TanjilG_09452,TanjilG_09453,TanjilG_13421,TanjilG_26138,TanjilG_26758","MANES_04G095300,MANES_11G071800,MANES_14G151400","MTR_2g105570,MTR_4g005750,MTR_4g128337","GSMUA_Achr1G23450_001,GSMUA_Achr4G05820_001,GSMUA_Achr4G12590_001,GSMUA_Achr7G05070_001,GSMUA_Achr9G22840_001,GSMUA_AchrUn_randomG04620_001","A4A49_10638,A4A49_15235,A4A49_40482",OBART08G16570,OB08G24050,ORGLA08G0145000,OGLUM08G17390,BGIOSGA026897,KN538705.1_FG009,OMERI08G13750,ONIVA08G18110,OPUNC08G14530,ORUFI06G09660,,"PHAVU_003G146900g,PHAVU_003G147000g,PHAVU_005G184500g","Pp3c18_6360,Pp3c19_13170,Pp3c21_15460,Pp3c22_15350","POPTR_001G036900v3,POPTR_003G188500v3,POPTR_006G169600v3,POPTR_006G169700v3,POPTR_018G094200v3","PRUPE_1G087900,PRUPE_3G107300","SELMODRAFT_173133,SELMODRAFT_232017,SELMODRAFT_234540,SELMODRAFT_450526,SELMODRAFT_450546,SELMODRAFT_450547,SELMODRAFT_450548",SETIT_013531mg,"Solyc03g117870.3,Solyc06g068650.3,Solyc07g008360.2,Solyc12g042460.2","PGSC0003DMG400014223,PGSC0003DMG400014466,PGSC0003DMG400028929,PGSC0003DMG401019891",SORBI_3007G145600,"TCM_029272,TCM_038994",,"TraesCS2A02G145800,TraesCS2B02G171200,TraesCS2D02G150400","TRIDC2AG018220,TRIDC2BG022130",TRIUR3_03927,"LR48_Vigan05g228200,LR48_Vigan08g199000,LR48_Vigan627s006200,LR48_Vigan627s006300,LR48_Vigan627s006400",vigra.VC1973A.gnm6.ann1.Vradi07g22110,"VIT_11s0052g01090,VIT_11s0052g01110",Zm00001d032103
 Q0J595,OS08G0453700,AET6Gv20441800,AMTR_s00007p00262640,g13925,fgenesh1_pm.C_scaffold_1001641,AT1G19230,BVRB_8g190890,BRADI_3g37530v3,"GSBRNA2T00016164001,GSBRNA2T00035584001,GSBRNA2T00072328001,GSBRNA2T00136881001","Bo5g027260,Bo8g102860","Bra025721,Bra031070",,,CCACVL1_20773,Csa_5G529950,,DCAR_024774,Dr18913,,"GLYMA_09G073200,GLYMA_15G182000",B456_001G017400,"HannXRQ_Chr04g0125801,HannXRQ_Chr06g0178241",HORVU6Hr1G035970,LPERR08G13980,TanjilG_16672,MANES_16G092100,MTR_2g043900,"GSMUA_Achr3G05840_001,GSMUA_Achr8G23680_001","A4A49_15438,A4A49_31534,A4A49_34595",OBART08G16920,OB08G24260,,OGLUM08G17660,BGIOSGA028780,KN539542.1_FG006,OMERI03G22670,ONIVA08G18450,OPUNC08G14810,ORUFI08G18820,,PHAVU_009G224100g,,POPTR_006G137300v3,PRUPE_7G193000,,SETIT_013184mg,Solyc07g042460.2,PGSC0003DMG400013550,SORBI_3007G148300,TCM_037473,Tp57577_TGAC_v2_gene31741,"TraesCS6A02G180600,TraesCS6B02G205000,TraesCS6D02G164500","TRIDC6AG025270,TRIDC6BG031500",TRIUR3_10760,LR48_Vigan04g017700,vigra.VC1973A.gnm6.ann1.Vradi05g01740,VIT_11s0016g00540,Zm00001d032079
 Q0J586,OS08G0456600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OB08G24350,,OGLUM08G17810,,,,ONIVA08G18800,OPUNC08G14950,,,,,,,,,,,SORBI_3007G149200,,,,,,,,,
 Q6Z965,OS08G0459600,AET7Gv21000700,AMTR_s00024p00230190,g18487,fgenesh2_kg.3__2917__AT2G06050.1,AT2G06050,"BVRB_001000,BVRB_001030,BVRB_6g133820,BVRB_6g133830",BRADI_3g37650v3,"GSBRNA2T00096654001,GSBRNA2T00155010001",Bo3g086880,Bra013161,,,CCACVL1_20714,Csa_1G595890,,DCAR_028326,Dr18933,,"GLYMA_13G109700,GLYMA_13G109800,GLYMA_17G049900,GLYMA_17G050000","B456_009G035400,B456_010G087400","HannXRQ_Chr10g0319681,HannXRQ_Chr12g0354331",HORVU7Hr1G095960,LPERR08G14250,"TanjilG_03492,TanjilG_24402,TanjilG_24403,TanjilG_24404,TanjilG_26064",MANES_03G039700,MTR_4g125470,GSMUA_Achr7G02310_001,A4A49_36098,OBART08G17240,OB08G24480,ORGLA08G0150300,OGLUM08G18010,BGIOSGA028797,KN540225.1_FG004,OMERI11G15110,ONIVA08G18960,OPUNC08G15100,ORUFI08G19200,,"PHAVU_003G131500g,PHAVU_003G131600g","Pp3c20_14530,Pp3c8_12170","POPTR_004G212100v3,POPTR_006G142800v3,POPTR_018G065600v3",PRUPE_7G200800,,SETIT_013880mg,Solyc07g007870.3,PGSC0003DMG400030890,SORBI_3007G151100,TCM_037547,Tp57577_TGAC_v2_gene9434,"TraesCS5B02G487600,TraesCS7A02G412400,TraesCS7B02G311600,TraesCS7D02G405500","TRIDC5BG073070,TRIDC7AG057500,TRIDC7BG049890",TRIUR3_24427,"LR48_Vigan07g139100,LR48_Vigan07g139200",,VIT_11s0016g01230,"Zm00001d032049,Zm00001d050107"
 Q9AQU4,OS08G0465800,"AET3Gv20048400,AET3Gv21210700",,g16127,scaffold_302097.1,,BVRB_1g023250,BRADI_3g37830v3,"GSBRNA2T00086345001,GSBRNA2T00093890001,GSBRNA2T00153857001","Bo1g119210,Bo5g122630","Bra021272,Bra022241",,,,Csa_1G031730,CMF072C,DCAR_010207,Dr12349,Gasu_16100,"GLYMA_09G168900,GLYMA_16G218500","B456_006G190200,B456_008G293200",HannXRQ_Chr01g0002631,"HORVU3Hr1G003050,HORVU3Hr1G112860",LPERR08G14460,TanjilG_04605,MANES_06G000800,MTR_6g075210,"GSMUA_Achr7G02370_001,GSMUA_Achr8G22810_001",,OBART08G17510,OB08G24660,,OGLUM08G18330,BGIOSGA026849,KN538716.1_FG027,OMERI08G14080,ONIVA08G19290,OPUNC08G15350,ORUFI08G19620,,"PHAVU_004G144400g,PHAVU_004G144500g","Pp3c14_21530,Pp3c17_22200,Pp3c23_8800,Pp3c8_7810",POPTR_012G039000v3,PRUPE_5G240300,"SELMODRAFT_164618,SELMODRAFT_444651",SETIT_013612mg,Solyc03g098240.3,PGSC0003DMG400031042,SORBI_3007G152800,TCM_013384,Tp57577_TGAC_v2_gene28015,"TraesCS3A02G022600,TraesCS3A02G515300,TraesCS3B02G022900,TraesCS3B02G583600,TraesCS3D02G023900,TraesCS3D02G523200","TRIDC3AG000920,TRIDC3BG003790,TRIDC3BG084120","TRIUR3_01119,TRIUR3_01466","LR48_Vigan10g043900,LR48_Vigan10g044000","vigra.VC1973A.gnm6.ann1.Vradi01g05710,vigra.VC1973A.gnm6.ann1.Vradi01g05730",VIT_17s0000g00920,Zm00001d031749
 P16081,OS08G0468100,"AET6Gv20041500,AET7Gv20210500",AMTR_s00008p00058550,"g01336,g30407","scaffold_104075.1,scaffold_202739.1","AT1G37130,AT1G77760",BVRB_1g000370,BRADI_3g37940v3,"GSBRNA2T00036494001,GSBRNA2T00080962001,GSBRNA2T00099269001,GSBRNA2T00131836001,GSBRNA2T00147913001","Bo2g092980,Bo6g082020,Bo6g121460","Bra003670,Bra008333,Bra015656",CHLRE_09g410950v5,"CHC_T00003369001,CHC_T00008899001",CCACVL1_17557,"Csa_4G377160,Csa_5G383350,Csa_5G383850",CMG019C,"DCAR_014288,DCAR_014289,DCAR_014795",,,"GLYMA_06G109200,GLYMA_13G083800,GLYMA_13G084000,GLYMA_14G164900,GLYMA_14G165000","B456_002G220700,B456_004G064800,B456_005G091600","HannXRQ_Chr09g0257821,HannXRQ_Chr15g0487461",HORVU6Hr1G003300,LPERR08G14570,"TanjilG_05009,TanjilG_09230","MANES_18G073100,MANES_S076700","MTR_3g073150,MTR_3g073180,MTR_5g059820",,,OBART08G17610,OB08G24790,ORGLA09G0171100,OGLUM08G18430,,KN538716.1_FG064,,ONIVA08G19470,OPUNC08G15460,,OSTLU_37938,"PHAVU_008G168000g,PHAVU_009G121000g","Pp3c10_9540,Pp3c10_9670,Pp3c14_9410","POPTR_002G088600v3,POPTR_005G172400v3",PRUPE_1G505400,"SELMODRAFT_231924,SELMODRAFT_234494",SETIT_013224mg,Solyc11g013810.2,PGSC0003DMG400030212,SORBI_3007G153900,TCM_035019,"Tp57577_TGAC_v2_gene32932,Tp57577_TGAC_v2_gene8508","TraesCS4A02G376700,TraesCS6A02G017500,TraesCS6B02G024900,TraesCS6D02G020700,TraesCS7A02G078500,TraesCS7D02G073700","TRIDC6AG002110,TRIDC7AG009010","TRIUR3_13249,TRIUR3_23501","LR48_Vigan04g183300,LR48_Vigan462s002500","vigra.VC1973A.gnm6.ann1.Vradi05g07060,vigra.VC1973A.gnm6.ann1.Vradi06g11170",VIT_18s0001g03910,"Zm00001d031769,Zm00001d049995"
